date,year,month,region_code,admin_pcode,rainfall_dekad_mm,rainfall_dekad_avg_mm,rainfall_dekad_pct_of_avg,rainfall_1month_mm,rainfall_1month_avg_mm,rainfall_1month_pct_of_avg,rainfall_3month_mm,rainfall_3month_avg_mm,rainfall_3month_pct_of_avg,data_version
2020-05-11,2020,5,12,ET12,33.698204,54.413773,65.133385,120.68983,135.19405,89.65418,205.2539,209.61034,97.97008,final
2020-05-21,2020,5,12,ET12,84.34012,56.791176,144.58394,170.41676,162.03564,105.01756,285.61798,262.22083,108.755745,final
2020-06-01,2020,6,12,ET12,45.48503,48.102554,95.070816,163.52335,159.30751,102.56583,318.61914,303.13678,105.024506,final
2020-06-11,2020,6,12,ET12,28.71497,42.35445,71.197044,158.54012,147.24818,107.416794,334.44672,335.8789,99.57985,final
2020-06-21,2020,6,12,ET12,28.536528,47.016006,64.47348,102.73653,137.473,75.618904,356.66708,370.02753,96.43748,final
2020-07-01,2020,7,12,ET12,62.543713,58.996807,105.54233,119.79521,148.36726,81.37018,390.6802,411.15237,95.080605,final
2020-07-11,2020,7,12,ET12,85.76407,61.683273,136.1122,176.8443,167.69609,105.297295,456.07425,450.1383,101.30421,final
2020-07-21,2020,7,12,ET12,88.27186,77.69872,112.785126,236.57965,198.3788,118.783104,509.7329,497.88745,102.35549,final
2020-08-01,2020,8,12,ET12,55.83952,54.4497,102.337814,229.87544,193.8317,118.12776,513.194,501.50647,102.30747,final
2020-08-11,2020,8,12,ET12,86.25629,58.427105,143.87585,230.36766,190.57553,120.34616,565.7521,505.5198,111.798225,final
2020-08-21,2020,8,12,ET12,104.93772,68.320915,149.94046,247.03354,181.19772,135.35802,586.3497,517.04956,113.27462,final
2020-09-01,2020,9,12,ET12,66.33892,45.832573,140.34096,257.53293,172.5806,147.83875,607.2036,514.77954,117.7814,final
2020-09-11,2020,9,12,ET12,40.605988,46.02347,89.38237,211.88263,160.17697,131.30319,619.0946,518.4486,119.22748,final
2020-09-21,2020,9,12,ET12,63.834732,48.711857,128.15556,170.77963,140.5679,120.75439,654.3928,520.1444,125.5641,final
2020-10-01,2020,10,12,ET12,47.097008,39.60487,116.796684,151.53772,134.3402,112.34212,638.94604,500.7525,127.32434,final
2020-10-11,2020,10,12,ET12,49.937725,40.64024,120.37125,160.86946,128.95697,123.82294,603.11975,479.70947,125.46067,final
2020-10-21,2020,10,12,ET12,37.022755,39.503395,94.42595,134.05748,119.748505,111.47026,551.87067,441.51413,124.715126,final
2020-11-01,2020,11,12,ET12,22.849102,21.477005,105.18222,109.809586,101.620636,107.68045,518.88025,408.54144,126.681435,final
2020-11-11,2020,11,12,ET12,7.57006,13.962235,66.28997,67.44192,74.942635,90.61738,440.194,364.07657,120.62376,final
2020-11-21,2020,11,12,ET12,16.09461,10.0042715,140.5907,46.51377,45.443512,102.1217,351.3509,305.75992,114.6708,final
2020-12-01,2020,12,12,ET12,7.895808,6.0105786,117.121994,31.560478,29.977085,104.52695,292.90778,265.93793,109.95425,final
2020-12-11,2020,12,12,ET12,1.0814371,2.7686627,78.28165,25.071854,18.783512,126.43992,253.38322,222.68312,113.4837,final
2020-12-21,2020,12,12,ET12,5.7988024,2.6223953,141.67203,14.776048,11.401637,120.5736,195.34729,176.59366,110.327255,final
2021-01-01,2021,1,12,ET12,1.9640719,1.9426746,100.30819,8.844312,7.3261876,112.31625,150.21437,139.6054,107.336494,final
2021-01-11,2021,1,12,ET12,1.5508982,2.263992,90.18317,9.313772,6.835928,120.93494,101.827545,100.15629,101.58931,final
2021-01-21,2021,1,12,ET12,2.542515,2.9097805,95.35682,6.057485,7.116447,91.26013,67.347305,63.106506,106.226715,final
2021-02-01,2021,2,12,ET12,2.1988025,2.9553692,90.48987,6.292216,8.129142,86.00879,46.697006,44.980637,103.434074,final
2021-02-11,2021,2,12,ET12,3.182036,4.439002,86.683266,7.9233537,10.304152,84.44345,42.308983,35.663994,116.34121,final
2021-02-21,2021,2,12,ET12,2.605988,4.180679,82.84777,7.9868264,11.57505,78.351654,28.820358,30.003473,96.62001,final
2021-03-01,2021,3,12,ET12,7.391617,7.186627,101.68209,13.179641,15.806307,87.375626,28.316168,31.261637,91.87719,final
2021-03-11,2021,3,12,ET12,24.748503,9.612295,203.5854,34.74611,20.9796,152.98969,51.98323,38.11968,132.15134,final
2021-03-21,2021,3,12,ET12,14.465868,12.867385,108.94637,46.605988,29.666307,148.86497,60.6503,48.357803,123.037865,final
2021-04-01,2021,4,12,ET12,10.432335,17.871977,67.47268,49.646706,40.351658,120.4955,69.11856,64.28711,106.97309,final
2021-04-11,2021,4,12,ET12,10.657485,22.697325,56.530678,35.555687,53.436687,69.40108,78.22515,84.72044,92.76052,final
2021-04-21,2021,4,12,ET12,28.579641,29.949581,96.080246,49.669464,70.51888,72.39178,104.262276,111.76024,93.57832,final
2021-05-01,2021,5,12,ET12,52.444313,50.8307,102.89019,91.68144,103.47761,89.12572,154.50778,159.63557,96.88537,final
2021-05-11,2021,5,12,ET12,50.269463,54.413773,93.024666,131.29343,135.19405,97.2177,201.59521,209.61034,96.26527,final
2021-05-21,2021,5,12,ET12,30.488623,56.791176,57.43316,133.2024,162.03564,82.738266,229.47784,262.22083,87.74685,final
2021-06-01,2021,6,12,ET12,27.838324,48.102554,61.839443,108.59641,159.30751,69.13647,249.92456,303.13678,82.73097,final
2021-06-11,2021,6,12,ET12,56.146107,42.35445,129.12431,114.47305,147.24818,78.47256,281.32214,335.8789,83.99526,final
2021-06-21,2021,6,12,ET12,61.73533,47.016006,128.29767,145.71976,137.473,105.78829,328.5916,370.02753,88.95123,final
2021-07-01,2021,7,12,ET12,50.853893,58.996807,87.27606,168.73534,148.36726,113.28058,369.01315,411.15237,89.87409,final
2021-07-11,2021,7,12,ET12,77.18803,61.683273,123.25134,189.77725,167.69609,112.78614,435.5437,450.1383,96.79337,final
2021-07-21,2021,7,12,ET12,53.977245,77.69872,71.31579,182.01917,198.3788,91.95608,460.94128,497.88745,92.65319,final
2021-08-01,2021,8,12,ET12,71.13174,54.4497,128.06076,202.297,193.8317,104.25752,479.62872,501.50647,95.68066,final
2021-08-11,2021,8,12,ET12,48.5497,58.427105,84.42716,173.65868,190.57553,91.35022,477.909,505.5198,94.59163,final
2021-08-21,2021,8,12,ET12,54.49461,68.320915,81.14275,174.17606,181.19772,96.22892,501.91498,517.04956,97.10093,final
2021-09-01,2021,9,12,ET12,74.353294,45.832573,156.10718,177.39761,172.5806,102.712585,548.42993,514.77954,106.47397,final
2021-09-11,2021,9,12,ET12,45.567665,46.02347,99.106674,174.41556,160.17697,108.6202,537.8515,518.4486,103.70674,final
2021-09-21,2021,9,12,ET12,56.98084,48.711857,115.39508,176.9018,140.5679,124.9601,533.09705,520.1444,102.46649,final
2021-10-01,2021,10,12,ET12,37.408382,39.60487,95.075676,139.9569,134.3402,104.03093,519.6515,500.7525,103.73681,final
2021-10-11,2021,10,12,ET12,21.777245,40.64024,58.670254,116.166466,128.95697,90.45178,464.24072,479.70947,96.808655,final
2021-10-21,2021,10,12,ET12,18.738922,39.503395,53.341824,77.924545,119.748505,66.47337,429.0024,441.51413,97.197914,final
2021-11-01,2021,11,12,ET12,27.235928,21.477005,121.750656,67.75209,101.620636,68.234535,385.1066,408.54144,94.33313,final
2021-11-11,2021,11,12,ET12,13.788024,13.962235,99.08128,59.762875,74.942635,81.01169,350.3449,364.07657,96.27946,final
2021-11-21,2021,11,12,ET12,10.297006,10.0042715,101.951004,51.320957,45.443512,111.65154,306.1473,305.75992,100.12466,final
2021-12-01,2021,12,12,ET12,4.9796405,6.0105786,90.63685,29.06467,29.977085,97.39139,236.77367,265.93793,89.23581,final
2021-12-11,2021,12,12,ET12,4.912575,2.7686627,127.596924,20.18922,18.783512,105.91043,196.11859,222.68312,88.33268,final
2021-12-21,2021,12,12,ET12,8.432335,2.6223953,176.22197,18.32455,11.401637,142.20868,147.57007,176.59366,84.01729,final
2022-01-01,2022,1,12,ET12,1.3928144,1.9426746,92.079994,14.737724,7.3261876,160.12837,111.55448,139.6054,80.60175,final
2022-01-11,2022,1,12,ET12,3.421557,2.263992,115.935646,13.246706,6.835928,154.16371,93.1988,100.15629,93.38367,final
2022-01-21,2022,1,12,ET12,1.5772455,2.9097805,83.15333,6.391617,7.116447,94.0178,76.037125,63.106506,118.98588,final
2022-02-01,2022,2,12,ET12,1.9173653,2.9553692,86.952156,6.9161673,8.129142,90.7612,50.718563,44.980637,111.48029,final
2022-02-11,2022,2,12,ET12,2.5317366,4.439002,79.79378,6.026347,10.304152,72.04808,39.462276,35.663994,109.34065,final
2022-02-21,2022,2,12,ET12,2.5461078,4.180679,82.195526,6.9952097,11.57505,72.36907,31.711378,30.003473,104.87926,final
2022-03-01,2022,3,12,ET12,7.405988,7.186627,101.800026,12.483833,15.806307,84.03141,34.137726,31.261637,107.931496,final
2022-03-11,2022,3,12,ET12,7.5497007,9.612295,85.88453,17.501797,20.9796,86.61333,36.774853,38.11968,96.88118,final
2022-03-21,2022,3,12,ET12,5.0598803,12.867385,56.303036,20.015568,29.666307,72.16104,33.402393,48.357803,71.971466,final
2022-04-01,2022,4,12,ET12,16.922155,17.871977,95.84723,29.531736,40.351658,76.14217,48.931732,64.28711,77.83804,final
2022-04-11,2022,4,12,ET12,21.00958,22.697325,93.90647,42.991615,53.436687,82.12583,66.51976,84.72044,79.714005,final
2022-04-21,2022,4,12,ET12,43.211975,29.949581,137.94722,81.14371,70.51888,114.06909,108.15449,111.76024,96.911835,final
2022-05-01,2022,5,12,ET12,72.57126,50.8307,138.94016,136.79282,103.47761,130.71161,178.80838,159.63557,111.6456,final
2022-05-11,2022,5,12,ET12,39.352097,54.413773,74.64952,155.13533,135.19405,114.22407,215.62874,209.61034,102.80434,final
2022-05-21,2022,5,12,ET12,61.61078,56.791176,107.79983,173.53413,162.03564,106.88386,274.69342,262.22083,104.66752,final
2022-06-01,2022,6,12,ET12,36.217964,48.102554,77.61955,137.18085,159.30751,86.53339,303.50537,303.13678,100.11961,final
2022-06-11,2022,6,12,ET12,68.562874,42.35445,155.34521,166.39162,147.24818,112.57384,364.51855,335.8789,108.4017,final
2022-06-21,2022,6,12,ET12,47.385628,47.016006,100.710594,152.16647,137.473,110.313156,406.8443,370.02753,109.817085,final
2022-07-01,2022,7,12,ET12,63.553295,58.996807,107.11987,179.5018,148.36726,120.30064,453.47543,411.15237,110.17009,final
2022-07-11,2022,7,12,ET12,58.867065,61.683273,95.77674,169.80598,167.69609,101.22174,491.33292,450.1383,109.05101,final
2022-07-21,2022,7,12,ET12,75.32934,77.69872,97.13492,197.7497,198.3788,99.690674,523.45026,497.88745,105.083206,final
2022-08-01,2022,8,12,ET12,62.268265,54.4497,113.151566,196.46468,193.8317,101.32423,513.1473,501.50647,102.29826,final
2022-08-11,2022,8,12,ET12,65.47066,58.427105,111.10495,203.06825,190.57553,106.38767,539.26587,505.5198,106.610146,final
2022-08-21,2022,8,12,ET12,101.330536,68.320915,145.02075,229.06946,181.19772,125.71017,578.9856,517.04956,111.86402,final
2022-09-01,2022,9,12,ET12,66.05629,45.832573,139.78496,232.85748,172.5806,133.94339,608.824,514.77954,118.09313,final
2022-09-11,2022,9,12,ET12,51.84551,46.02347,111.41051,219.23233,160.17697,135.75279,592.10657,518.4486,114.07167,final
2022-09-21,2022,9,12,ET12,54.541317,48.711857,110.85321,172.44312,140.5679,121.89715,599.26227,520.1444,115.06592,final
2022-10-01,2022,10,12,ET12,55.462276,39.60487,135.55084,161.8491,134.3402,119.74226,591.17126,500.7525,117.87807,final
2022-10-11,2022,10,12,ET12,26.73054,40.64024,69.52317,136.73413,128.95697,105.80572,559.0347,479.70947,116.365524,final
2022-10-21,2022,10,12,ET12,15.7568865,39.503395,46.64113,97.94971,119.748505,82.5258,499.46228,441.51413,112.9779,final
2022-11-01,2022,11,12,ET12,18.207186,21.477005,87.65034,60.69461,101.620636,61.615288,455.4012,408.54144,111.33133,final
2022-11-11,2022,11,12,ET12,10.344911,13.962235,80.92353,44.308983,74.942635,61.680458,400.27545,364.07657,109.80795,final
2022-11-21,2022,11,12,ET12,10.725748,10.0042715,104.80847,39.277847,45.443512,87.77709,309.67065,305.75992,101.258446,final
2022-12-01,2022,12,12,ET12,12.172455,6.0105786,155.96324,33.243114,29.977085,109.33763,255.78683,265.93793,96.25336,final
2022-12-11,2022,12,12,ET12,3.4467065,2.7686627,108.72794,26.34491,18.783512,131.7926,207.38802,222.68312,93.28228,final
2022-12-21,2022,12,12,ET12,4.3257484,2.6223953,122.34669,19.94491,11.401637,152.08792,157.17245,176.59366,89.30513,final
2023-01-01,2023,1,12,ET12,3.1401198,1.9426746,117.247604,10.912575,7.3261876,129.09567,104.850296,139.6054,75.96556,final
2023-01-11,2023,1,12,ET12,3.366467,2.263992,115.177246,10.8323345,6.835928,133.76505,81.48624,100.15629,82.24543,final
2023-01-21,2023,1,12,ET12,3.1628742,2.9097805,103.19975,9.669461,7.116447,121.07065,68.89222,63.106506,108.495094,final
2023-02-01,2023,2,12,ET12,1.91497,2.9553692,86.92205,8.444311,8.129142,102.40053,52.6,44.980637,115.24463,final
2023-02-11,2023,2,12,ET12,2.4323354,4.439002,78.74069,7.5101795,10.304152,81.7437,44.687424,35.663994,122.19022,final
2023-02-21,2023,2,12,ET12,2.708982,4.180679,83.96962,7.0562873,11.57505,72.737564,36.67066,30.003473,119.04721,final
2023-03-01,2023,3,12,ET12,6.2287426,7.186627,92.13988,11.37006,15.806307,78.67836,30.726946,31.261637,98.52547,final
2023-03-11,2023,3,12,ET12,8.3389225,9.612295,91.285614,17.276648,20.9796,85.74669,35.619164,38.11968,94.20099,final
2023-03-21,2023,3,12,ET12,15.789222,12.867385,116.352905,30.356888,29.666307,101.99208,47.082638,48.357803,97.61016,final
2023-04-01,2023,4,12,ET12,17.25988,17.871977,97.323814,41.388023,40.351658,102.28518,61.202396,64.28711,95.54792,final
2023-04-11,2023,4,12,ET12,36.497005,22.697325,149.82315,69.54611,53.436687,127.567314,94.33293,84.72044,110.71381,final
2023-04-21,2023,4,12,ET12,34.912575,29.949581,114.20044,88.669464,70.51888,124.034485,126.082634,111.76024,112.2665,final
2023-05-01,2023,5,12,ET12,60.57126,50.8307,117.4466,131.98083,103.47761,126.27568,184.73892,159.63557,115.24782,final
2023-05-11,2023,5,12,ET12,38.88383,54.413773,73.86138,134.36766,135.19405,99.41054,221.19041,209.61034,105.39587,final
2023-05-21,2023,5,12,ET12,40.092216,56.791176,72.975174,139.5473,162.03564,86.536804,258.57364,262.22083,98.63514,final
2023-06-01,2023,6,12,ET12,34.71018,48.102554,74.78017,113.68622,159.30751,72.2342,287.05508,303.13678,94.78099,final
2023-06-11,2023,6,12,ET12,94.57126,42.35445,210.26799,169.37366,147.24818,114.53251,373.2874,335.8789,110.97414,final
2023-06-21,2023,6,12,ET12,63.858685,47.016006,132.3798,193.14012,137.473,139.07205,421.35687,370.02753,113.68682,final
2023-07-01,2023,7,12,ET12,68.371254,58.996807,114.64831,226.80121,148.36726,151.14125,472.46823,411.15237,114.73399,final
2023-07-11,2023,7,12,ET12,68.37365,61.683273,110.03307,200.60358,167.69609,119.05514,504.34488,450.1383,111.90991,final
2023-07-21,2023,7,12,ET12,87.149704,77.69872,111.4282,223.8946,198.3788,112.54595,556.58203,497.88745,111.67152,final
2023-08-01,2023,8,12,ET12,42.207184,54.4497,79.40694,197.73053,193.8317,101.96088,538.2179,501.50647,107.24797,final
2023-08-11,2023,8,12,ET12,45.82515,58.427105,80.13159,175.18204,190.57553,92.12913,545.1593,505.5198,107.76454,final
2023-08-21,2023,8,12,ET12,40.580837,68.320915,62.166214,128.61317,181.19772,71.75876,545.6479,517.04956,105.47808,final
2023-09-01,2023,9,12,ET12,50.049103,45.832573,108.29494,136.4551,172.5806,79.65684,560.9869,514.77954,108.88979,final
2023-09-11,2023,9,12,ET12,47.568863,46.02347,103.028786,138.1988,160.17697,86.69417,513.98444,518.4486,99.147156,final
2023-09-21,2023,9,12,ET12,67.731735,48.711857,135.41095,165.3497,140.5679,117.024216,517.8575,520.1444,99.564514,final
2023-10-01,2023,10,12,ET12,32.108982,39.60487,83.19491,147.40958,134.3402,109.379486,481.59518,500.7525,96.21212,final
2023-10-11,2023,10,12,ET12,56.611977,40.64024,134.99486,156.4527,128.95697,120.52579,469.83356,479.70947,97.96251,final
2023-10-21,2023,10,12,ET12,48.541317,39.503395,120.30839,137.26228,119.748505,114.03927,431.22516,441.51413,97.69572,final
2023-11-01,2023,11,12,ET12,43.348503,21.477005,182.60564,148.5018,101.620636,143.97008,432.3665,408.54144,105.761215,final
2023-11-11,2023,11,12,ET12,68.38443,13.962235,387.00305,160.27425,74.942635,206.74104,454.92575,364.07657,124.615265,final
2023-11-21,2023,11,12,ET12,44.797604,10.0042715,331.8895,156.53053,45.443512,320.22064,459.14252,305.75992,149.35727,final
2023-12-01,2023,12,12,ET12,8.038323,6.0105786,118.416336,121.22036,29.977085,360.86584,417.13174,265.93793,155.80386,final
2023-12-11,2023,12,12,ET12,1.9137725,2.7686627,88.99566,54.7497,18.783512,251.22318,371.47665,222.68312,165.35115,final
2023-12-21,2023,12,12,ET12,3.794012,2.6223953,115.37071,13.746108,11.401637,114.29412,307.5389,176.59366,172.10893,final
2024-01-01,2024,1,12,ET12,2.960479,1.9426746,114.66012,8.668263,7.3261876,110.888,278.3904,139.6054,195.97499,final
2024-01-11,2024,1,12,ET12,1.897006,2.263992,94.94787,8.651497,6.835928,115.33947,223.67545,100.15629,217.46245,final
2024-01-21,2024,1,12,ET12,2.0407186,2.9097805,89.01282,6.8982034,7.116447,98.19877,177.17485,63.106506,267.48523,final
2024-02-01,2024,2,12,ET12,3.7532935,2.9553692,110.03002,7.691018,8.129142,96.66297,137.57965,44.980637,285.26978,final
2024-02-11,2024,2,12,ET12,4.161677,4.439002,97.06192,9.955688,10.304152,97.723076,73.35689,35.663994,192.69353,final
2024-02-21,2024,2,12,ET12,5.0862274,4.180679,109.863625,13.001198,11.57505,108.60418,33.645508,30.003473,110.40479,final
2024-03-01,2024,3,12,ET12,14.871857,7.186627,163.06282,24.11976,15.806307,139.95642,40.479042,31.261637,125.419174,final
2024-03-11,2024,3,12,ET12,12.05988,9.612295,116.75017,32.017963,20.9796,142.48857,50.62515,38.11968,129.00177,final
2024-03-21,2024,3,12,ET12,9.432335,12.867385,80.77474,36.36407,29.666307,119.32068,56.26347,48.357803,114.81633,final
2024-04-01,2024,4,12,ET12,24.568863,17.871977,129.27988,46.061077,40.351658,112.58922,77.87186,64.28711,119.60646,final
2024-04-11,2024,4,12,ET12,12.335329,22.697325,62.58846,46.336525,53.436687,87.84982,88.31018,84.72044,104.00102,final
2024-04-21,2024,4,12,ET12,24.737724,29.949581,85.087494,61.641914,70.51888,88.24537,111.00718,111.76024,99.355034,final
2024-05-01,2024,5,12,ET12,41.367664,50.8307,83.050476,78.44072,103.47761,76.91976,148.62155,159.63557,93.31006,final
2024-05-11,2024,5,12,ET12,57.71497,54.413773,105.55628,123.82036,135.19405,91.887184,202.17485,209.61034,96.535355,final
2024-05-21,2024,5,12,ET12,55.18084,56.791176,97.393906,154.26347,162.03564,95.347,252.26947,262.22083,96.27598,final
2024-06-01,2024,6,12,ET12,36.167664,48.102554,77.524826,149.06348,159.30751,93.76533,273.56528,303.13678,90.40312,final
2024-06-11,2024,6,12,ET12,40.555687,42.35445,96.20149,131.90419,147.24818,89.92172,302.06107,335.8789,90.07922,final
2024-06-21,2024,6,12,ET12,39.34012,47.016006,85.24322,116.06347,137.473,84.972916,331.96887,370.02753,89.851776,final
2024-07-01,2024,7,12,ET12,77.38443,58.996807,128.7321,157.28024,148.36726,105.81152,384.78442,411.15237,93.66387,final
2024-07-11,2024,7,12,ET12,100.97006,61.683273,158.91551,217.69461,167.69609,128.95174,473.41916,450.1383,105.11511,final
2024-07-21,2024,7,12,ET12,62.028744,77.69872,81.05173,240.38324,198.3788,120.653305,510.71017,497.88745,102.54983,final
2024-08-01,2024,8,12,ET12,66.087425,54.4497,119.57575,229.08624,193.8317,117.73084,535.42993,501.50647,106.69753,final
2024-08-11,2024,8,12,ET12,62.84551,58.427105,106.9661,190.96167,190.57553,100.19743,540.5605,505.5198,106.86372,final
2024-08-21,2024,8,12,ET12,49.905388,68.320915,74.88367,178.83832,181.19772,98.73285,535.28503,517.04956,103.49306,final
2024-09-01,2024,9,12,ET12,35.693413,45.832573,80.05381,148.4443,172.5806,86.408264,534.8108,514.77954,103.8538,final
2024-09-11,2024,9,12,ET12,43.00599,46.02347,94.08609,128.6048,160.17697,80.88585,537.2611,518.4486,103.593956,final
2024-09-21,2024,9,12,ET12,51.432335,48.711857,105.06495,130.13174,140.5679,92.83073,549.35333,520.1444,105.56208,final
2024-10-01,2024,10,12,ET12,58.479042,39.60487,142.31415,152.91736,134.3402,113.33224,530.44794,500.7525,105.87154,final
2024-10-11,2024,10,12,ET12,42.038322,40.64024,103.06327,151.9497,128.95697,117.16427,471.51617,479.70947,98.30965,final
2024-10-21,2024,10,12,ET12,38.952095,39.503395,98.761215,139.46945,119.748505,115.808556,448.4395,441.51413,101.55099,final
2024-11-01,2024,11,12,ET12,21.067066,21.477005,98.45171,102.05748,101.620636,100.40972,403.41916,408.54144,98.76136,final
2024-11-11,2024,11,12,ET12,22.946108,13.962235,147.37772,82.96527,74.942635,110.03549,363.51978,364.07657,99.849144,final
2024-11-21,2024,11,12,ET12,25.677845,10.0042715,204.46074,69.691025,45.443512,148.06865,339.29224,305.75992,110.79043,final
2024-12-01,2024,12,12,ET12,4.732934,6.0105786,88.39621,53.356888,29.977085,166.8432,308.33176,265.93793,115.647064,final
2024-12-11,2024,12,12,ET12,1.4263473,2.7686627,82.72141,31.837126,18.783512,154.88515,266.7521,222.68312,119.35541,final
2024-12-21,2024,12,12,ET12,2.4047904,2.6223953,97.14519,8.564072,11.401637,82.69949,217.72453,176.59366,122.649956,final
2025-01-01,2025,1,12,ET12,1.2754492,1.9426746,90.38951,5.106587,7.3261876,81.992805,160.52095,139.6054,114.46389,final
2025-01-11,2025,1,12,ET12,1.2874252,2.263992,86.55605,4.9676647,6.835928,84.21532,119.77006,100.15629,118.65202,final
2025-01-21,2025,1,12,ET12,1.7604791,2.9097805,85.469864,4.3233533,7.116447,76.94791,82.57845,63.106506,128.59044,final
2025-02-01,2025,2,12,ET12,2.657485,2.9553692,96.25556,5.705389,8.129142,81.53914,64.16886,44.980637,138.39131,final
2025-02-11,2025,2,12,ET12,6.9796405,4.439002,126.9164,11.397604,10.304152,107.144806,48.202396,35.663994,130.83417,final
2025-02-21,2025,2,12,ET12,2.4706588,4.180679,81.3737,12.107784,11.57505,103.21407,24.995209,30.003473,85.69209,final
2025-03-01,2025,3,12,ET12,5.1988025,7.186627,83.688484,14.649101,15.806307,94.438194,25.461079,31.261637,84.0036,final
2025-03-11,2025,3,12,ET12,7.3652697,9.612295,84.62237,15.034731,20.9796,77.117165,31.400002,38.11968,84.416214,final
2025-03-21,2025,3,12,ET12,15.711377,12.867385,115.91722,28.275448,29.666307,95.98787,44.706585,48.357803,93.157104,final
2025-04-01,2025,4,12,ET12,40.5988,17.871977,199.36537,63.675446,40.351658,151.42874,84.02994,64.28711,128.49423,final
2025-04-11,2025,4,12,ET12,12.047904,22.697325,61.55073,68.35808,53.436687,125.53429,94.79041,84.72044,111.223724,final
2025-04-21,2025,4,12,ET12,28.156887,29.949581,94.87063,80.80359,70.51888,113.61872,121.18683,111.76024,108.07346,final
2025-05-01,2025,5,12,ET12,47.528145,50.8307,94.0847,87.73294,103.47761,85.485794,166.0575,159.63557,103.90068,final
2025-05-11,2025,5,12,ET12,46.52575,54.413773,86.72358,122.21078,135.19405,90.739075,205.6036,209.61034,98.13302,final
2025-05-21,2025,5,12,ET12,45.410778,56.791176,81.58249,139.46468,162.03564,86.487335,248.54372,262.22083,94.88172,final
2025-06-01,2025,6,12,ET12,57.977245,48.102554,118.595505,149.91377,159.30751,94.28283,301.32217,303.13678,99.4111,final
2025-06-11,2025,6,12,ET12,55.44072,42.35445,127.63472,158.82874,147.24818,107.60636,349.39764,335.8789,103.96584,final
2025-06-21,2025,6,12,ET12,56.611977,47.016006,118.44811,170.02994,137.473,122.8513,390.2982,370.02753,105.40511,final
2025-07-01,2025,7,12,ET12,71.50778,58.996807,119.54937,183.56049,148.36726,122.94702,421.2072,411.15237,102.416145,final
2025-07-11,2025,7,12,ET12,68.06826,61.683273,109.575096,196.18802,167.69609,116.49831,477.22754,450.1383,105.951866,final
2025-07-21,2025,7,12,ET12,76.91377,77.69872,99.050835,216.48982,198.3788,108.90507,525.98444,497.88745,105.587135,final
2025-08-01,2025,8,12,ET12,71.65389,54.4497,128.93909,216.63593,193.8317,111.46912,550.11017,501.50647,109.59587,final
2025-08-11,2025,8,12,ET12,103.1509,58.427105,170.51212,251.71857,190.57553,131.26314,606.73535,505.5198,119.82598,final
2025-08-21,2025,8,12,ET12,65.675446,68.320915,96.39193,240.48024,181.19772,131.83847,627.0,517.04956,121.0613,final
2025-09-01,2025,9,12,ET12,34.82395,45.832573,78.343376,203.6503,172.5806,117.49611,603.8468,514.77954,117.13558,final
2025-09-11,2025,9,12,ET12,73.04072,46.02347,152.95062,173.54012,160.17697,108.090195,621.4467,518.4486,119.67683,final
2025-09-21,2025,9,12,ET12,52.204792,48.711857,106.50309,160.06946,140.5679,113.39688,617.0395,520.1444,118.45113,final
2025-10-01,2025,10,12,ET12,60.337723,39.60487,146.48114,185.58324,134.3402,136.7755,605.86945,500.7525,120.78427,final
2025-10-11,2025,10,12,ET12,67.00719,40.64024,157.77127,179.5497,128.95697,137.7679,604.8084,479.70947,125.80906,final
2025-10-21,2025,10,12,ET12,38.159283,39.503395,96.97975,165.5042,119.748505,136.67834,566.05396,441.51413,127.89158,final
2025-11-01,2025,11,12,ET12,27.398802,21.477005,122.36582,132.56528,101.620636,129.02312,521.79877,408.54144,127.38718,final
2025-11-11,2025,11,12,ET12,14.719761,13.962235,103.99492,80.27785,74.942635,106.6738,433.36768,364.07657,118.774185,final
2025-11-21,2025,11,12,ET12,4.656287,10.0042715,64.356926,46.77485,45.443512,102.63926,372.34848,305.75992,121.42766,final
2025-12-01,2025,12,12,ET12,2.6467066,6.0105786,69.44873,22.022755,29.977085,77.25845,340.17123,265.93793,127.398636,final
2025-12-11,2025,12,12,ET12,5.994012,2.7686627,141.51744,13.297006,18.783512,76.931465,273.12454,222.68312,122.15422,final
2025-12-21,2025,12,12,ET12,5.205988,2.6223953,133.89476,13.846706,11.401637,114.90747,226.12576,176.59366,127.27634,final
2026-01-01,2026,1,12,ET12,1.6155689,1.9426746,95.28848,12.815569,7.3261876,144.5343,167.40361,139.6054,119.223495,final
2026-01-11,2026,1,12,ET12,1.2215569,2.263992,85.64928,8.043114,6.835928,110.19933,101.617966,100.15629,101.39001,final
2026-01-21,2026,1,12,ET12,1.9868263,2.9097805,88.33148,4.823952,7.116447,81.07947,65.4455,63.106506,103.434326,final
2026-02-01,2026,2,12,ET12,4.8886228,2.9553692,124.30124,8.097006,8.129142,99.75523,42.935333,44.980637,95.90781,final
2026-02-11,2026,2,12,ET12,3.2419162,4.439002,87.31767,10.117365,10.304152,98.7795,31.457485,35.663994,89.65545,final
2026-02-21,2026,2,12,ET12,2.932934,4.180679,86.40901,11.063473,11.57505,96.91357,29.73413,30.003473,99.23054,final
2026-03-01,2026,3,12,ET12,5.6155686,7.186627,87.108345,11.790419,15.806307,80.6987,32.702995,31.261637,103.97489,final
2026-03-11,2026,3,12,ET12,17.679043,9.612295,155.2052,26.227547,20.9796,120.20026,44.388023,38.11968,114.53709,final
